"season","week","awayTeam","homeTeam","overUnder","pointSpreadAway","pointsAway","pointsHome"
2011,15,"NE","DEN",46,-7.5,41,23
2011,15,"BAL","SD",44.5,-2.5,14,34
2011,15,"PIT","SF",41.5,2.5,3,20
2011,16,"HOU","IND",40,-6.5,16,19
2011,16,"MIA","NE",48.5,9.5,24,27
2011,16,"CLE","BAL",38.5,12.5,14,20
2011,16,"ARI","CIN",41,4.5,16,23
2011,16,"MIN","WAS",44,6.5,33,26
2011,16,"DEN","BUF",41.5,-3,14,40
2011,16,"STL","PIT",34.5,12.5,0,27
2011,16,"NYG","NYJ",45.5,3,29,14
2011,16,"TB","CAR",47.5,7.5,16,48
2011,16,"JAC","TEN",40,7,17,23
2011,16,"OAK","KC",42,2.5,16,13
2011,16,"SD","DET",52,2,10,38
2011,16,"PHI","DAL",50.5,1,20,7
2011,16,"SF","SEA",37.5,-2,19,17
2011,16,"CHI","GB",43.5,12,21,35
2011,16,"ATL","NO",52.5,6.5,16,45
2011,17,"WAS","PHI",45.5,8,10,34
2011,17,"PIT","CLE",34,-6.5,13,9
2011,17,"BAL","CIN",39,-2,24,16
2011,17,"NYJ","MIA",39,3,17,19
2011,17,"CAR","NO",54.5,7.5,17,45
2011,17,"TB","ATL",45.5,10.5,24,45
2011,17,"DET","GB",43,-4,41,45
2011,17,"SF","STL",35.5,-10.5,34,27
2011,17,"IND","JAC",37,3.5,13,19
2011,17,"BUF","NE",50,10.5,21,49
2011,17,"TEN","HOU",39,-2,23,22
2011,17,"CHI","MIN",41,1.5,17,13
2011,17,"KC","DEN",37.5,3,7,3
2011,17,"SD","OAK",48.5,3,38,26
2011,17,"SEA","ARI",40.5,3,20,23
2011,17,"DAL","NYG",47,3,14,31
2011,18,"CIN","HOU",38,4,10,31
2011,18,"DET","NO",59,10.5,28,45
2011,18,"ATL","NYG",47.5,3,2,24
2011,18,"PIT","DEN",33.5,-8.5,23,29
2011,19,"NO","SF",47,-3.5,32,36
2011,19,"DEN","NE",50.5,13.5,10,45
2011,19,"HOU","BAL",36,7.5,13,20
2011,19,"NYG","GB",53,7.5,37,20
2011,20,"BAL","NE",50,7,20,23
2011,20,"NYG","SF",41.5,2,20,17
2011,21,"NYG","NE",54,3,21,17
2012,1,"DAL","NYG",44.5,4,24,17
2012,1,"IND","CHI",43.5,10,21,41
2012,1,"PHI","CLE",43,-9.5,17,16
2012,1,"ATL","KC",43.5,-2.5,40,24
2012,1,"BUF","NYJ",38.5,3,28,48
2012,1,"STL","DET",45.5,8.5,23,27
2012,1,"WAS","NO",49.5,7.5,40,32
2012,1,"MIA","HOU",42.5,13,10,30
2012,1,"NE","TEN",47,-4.5,34,13
2012,1,"JAC","MIN",38,3.5,23,26
2012,1,"CAR","TB",47,-2.5,10,16
2012,1,"SEA","ARI",40.5,-3,16,20
2012,1,"SF","GB",46.5,5,30,22
2012,1,"PIT","DEN",46,2,19,31
2012,1,"CIN","BAL",41,7,13,44
2012,1,"SD","OAK",46.5,1,22,14
2012,2,"CHI","GB",51,6,10,23
2012,2,"CLE","CIN",39.5,7,27,34
2012,2,"KC","BUF",44.5,3,17,35
2012,2,"MIN","IND",44.5,-3,20,23
2012,2,"BAL","PHI",46.5,2.5,23,24
2012,2,"TB","NYG",44,7,34,41
2012,2,"HOU","JAC",41,-7,27,7
2012,2,"NO","CAR",51.5,-2.5,27,35
2012,2,"ARI","NE",48,13.5,20,18
2012,2,"WAS","STL",44,-3.5,28,31
2012,2,"DAL","SEA",42.5,-3,7,27
2012,2,"TEN","SD",43,7,10,38
2012,2,"OAK","MIA",39,-2.5,13,35
2012,2,"NYJ","PIT",42,5.5,10,27
2012,2,"DET","SF",46,7,19,27
2012,2,"DEN","ATL",51,3,21,27
2012,3,"NYG","CAR",50,2.5,36,7
2012,3,"STL","CHI",44.5,7,6,23
2012,3,"BUF","CLE",43,-3,24,14
2012,3,"JAC","IND",42,3,22,17
2012,3,"TB","DAL",46.5,7,10,16
2012,3,"NYJ","MIA",40,-2.5,23,20
2012,3,"CIN","WAS",49,3,38,31
2012,3,"KC","NO",53,8.5,27,24
2012,3,"DET","TEN",47,-3.5,41,44
2012,3,"SF","MIN",43,-7,13,24
2012,3,"PHI","ARI",43.5,-3.5,6,27
2012,3,"ATL","SD",47.5,3,27,3
2012,3,"HOU","DEN",46,-2,31,25
2012,3,"PIT","OAK",44.5,-4,31,34
2012,3,"NE","BAL",49.5,3,30,31
2012,3,"GB","SEA",47,-3,12,14
2012,4,"CLE","BAL",43.5,12,16,23
2012,4,"NE","BUF",48.5,-4,52,28
2012,4,"SD","KC",44.5,-1,37,20
2012,4,"CAR","ATL",48.5,7,28,30
2012,4,"SF","NYJ",41,-4,34,0
2012,4,"MIN","DET",49,4,20,13
2012,4,"SEA","STL",39,-3,13,19
2012,4,"TEN","HOU",44.5,12.5,14,38
2012,4,"OAK","DEN",48.5,7,6,37
2012,4,"MIA","ARI",40.5,4.5,21,24
2012,4,"CIN","JAC",44.5,-1,27,10
2012,4,"WAS","TB",46.5,2,24,22
2012,4,"NO","GB",53,7.5,27,28
2012,4,"NYG","PHI",47,2.5,17,19
2012,4,"CHI","DAL",41.5,3,34,18
2012,5,"ARI","STL",38.5,-1,3,17
2012,5,"MIA","CIN",45,3,17,13
2012,5,"BAL","KC",46.5,-6.5,9,6
2012,5,"GB","IND",48,-7,27,30
2012,5,"CLE","NYG",44,8.5,27,41
2012,5,"ATL","WAS",51.5,-3,24,17
2012,5,"PHI","PIT",43,3,14,16
2012,5,"TEN","MIN",44,5.5,7,30
2012,5,"CHI","JAC",41,-5.5,41,3
2012,5,"SEA","CAR",43.5,3,16,12
2012,5,"BUF","SF",44.5,9.5,3,45
2012,5,"DEN","NE",52,6.5,21,31
2012,5,"SD","NO",53,3.5,24,31
2012,5,"HOU","NYJ",41.5,-8,23,17
2012,6,"PIT","TEN",42,-5.5,23,26
2012,6,"CIN","CLE",44,-1,24,34
2012,6,"KC","TB",40,3.5,10,38
2012,6,"STL","MIA",37.5,3.5,14,17
2012,6,"DET","PHI",47.5,4.5,26,23
2012,6,"OAK","ATL",48.5,8.5,20,23
2012,6,"IND","NYJ",42.5,3,9,35
2012,6,"DAL","BAL",44.5,3.5,29,31
2012,6,"BUF","ARI",43,4.5,19,16
2012,6,"NE","SEA",44.5,-3.5,23,24
2012,6,"NYG","SF",44.5,5,26,3
2012,6,"MIN","WAS",48,2.5,26,38
2012,6,"GB","HOU",48,3.5,42,24
2012,6,"DEN","SD",49.5,2,35,24
2012,7,"SEA","SF",37.5,7,6,13
2012,7,"TEN","BUF",46.5,3,35,34
2012,7,"NO","TB",49.5,-2,35,28
2012,7,"CLE","IND",45.5,2,13,17
2012,7,"WAS","NYG",51,6,23,27
2012,7,"DAL","CAR",46,-2.5,19,14
2012,7,"GB","STL",45.5,-5.5,30,20
2012,7,"BAL","HOU",48.5,7,13,43
2012,7,"ARI","MIN",40.5,6.5,14,21
2012,7,"NYJ","NE",47.5,10.5,26,29
2012,7,"JAC","OAK",44,4,23,26
2012,7,"PIT","CIN",45,-1,24,17
2012,7,"DET","CHI",47,6.5,7,13
2012,8,"TB","MIN",41.5,6.5,36,17
2012,8,"CAR","CHI",43,7.5,22,23
2012,8,"SD","CLE",43.5,-3,6,7
2012,8,"ATL","PHI",43.5,3,30,17
2012,8,"MIA","NYJ",39,2,30,9
2012,8,"SEA","DET",42.5,2.5,24,28
2012,8,"JAC","GB",45.5,14.5,15,24
2012,8,"NE","STL",47,-7,45,7
2012,8,"WAS","PIT",46,4,12,27
2012,8,"IND","TEN",47,3.5,19,13
2012,8,"OAK","KC",42,1,26,16
2012,8,"NYG","DAL",48,-2,29,24
2012,8,"NO","DEN",54.5,6,14,34
2012,8,"SF","ARI",38,-7,24,3
2012,9,"KC","SD",42.5,7.5,13,31
2012,9,"DEN","CIN",47.5,-5,31,23
2012,9,"BAL","CLE",42.5,-3.5,25,15
2012,9,"DET","JAC",44,-6,31,14
2012,9,"ARI","GB",43.5,10,17,31
2012,9,"CAR","WAS",46.5,3,21,13
2012,9,"BUF","HOU",47,11,9,21
2012,9,"CHI","TEN",43.5,-5,51,20
2012,9,"MIA","IND",43,-2,20,23
2012,9,"TB","OAK",46,1.5,42,32
2012,9,"MIN","SEA",39.5,4.5,20,30
2012,9,"PIT","NYG",47.5,3.5,24,20
2012,9,"DAL","ATL",47.5,4,13,19
2012,9,"PHI","NO",52.5,3,13,28
2012,10,"IND","JAC",42.5,-3,27,10
2012,10,"NYG","CIN",48.5,-4,13,31
2012,10,"SD","TB",47.5,3,24,34
2012,10,"TEN","MIA",44,6,37,3
2012,10,"DEN","CAR",47.5,-4,36,14
2012,10,"BUF","NE",52.5,12,31,37
2012,10,"OAK","BAL",46.5,7.5,20,55
2012,10,"ATL","NO",53.5,-2.5,27,31
2012,10,"DET","MIN",46,-2,24,34
2012,10,"NYJ","SEA",38.5,6,7,28
2012,10,"STL","SF",38.5,11.5,24,24
2012,10,"DAL","PHI",44,-2,38,23
2012,10,"HOU","CHI",39.5,1,13,6
2012,10,"KC","PIT",42,12,13,16
2012,11,"MIA","BUF",45,1.5,14,19
2012,11,"SD","DEN",48.5,7.5,23,30
2012,11,"CIN","KC",43.5,-3.5,28,6
2012,11,"CLE","DAL",43.5,7.5,20,23
2012,11,"ARI","ATL",44,9.5,19,23
2012,11,"GB","DET",52,-3,24,20
2012,11,"TB","CAR",47.5,-1,27,21
2012,11,"IND","NE",54,-4.5,24,59
2012,11,"NYJ","STL",38.5,3.5,27,13
2012,11,"PHI","WAS",44,3.5,6,31
2012,11,"JAC","HOU",40.5,15,37,43
2012,11,"NO","OAK",54.5,-4.5,38,17
2012,11,"BAL","PIT",40,-3.5,13,10
2012,11,"CHI","SF",38,6,7,32
2012,12,"HOU","DET",49,-3.5,34,31
2012,12,"WAS","DAL",46,3.5,38,31
2012,12,"NE","NYJ",48.5,-7,49,19
2012,12,"MIN","CHI",38.5,6.5,10,28
2012,12,"OAK","CIN",50,8,10,34
2012,12,"PIT","CLE",34.5,-1,14,20
2012,12,"ATL","TB",51,-1,24,23
2012,12,"DEN","KC",44,-10.5,17,9
2012,12,"BUF","IND",51,3,13,20
2012,12,"SEA","MIA",37.5,-3,21,24
2012,12,"TEN","JAC",44.5,-4,19,24
2012,12,"BAL","SD",47,-1,16,13
2012,12,"STL","ARI",37,1,31,17
2012,12,"SF","NO",49,-1,31,21
2012,12,"GB","NYG",51,3,10,38
2012,12,"CAR","PHI",40.5,-2.5,30,22
2012,13,"NO","ATL",53.5,-2.5,13,23
2012,13,"SEA","CHI",37,3,23,17
2012,13,"JAC","BUF",41,6,18,34
2012,13,"CAR","KC",41,-5.5,21,27
2012,13,"NE","MIA",51,-7,23,16
2012,13,"ARI","NYJ",37,6,6,7
2012,13,"IND","DET",51.5,7,35,33
2012,13,"MIN","GB",47,7,14,23
2012,13,"SF","STL",41,-7.5,13,16
2012,13,"HOU","TEN",48,-7,24,10
2012,13,"TB","DEN",50,7.5,23,31
2012,13,"CIN","SD",46,-1,20,13
2012,13,"CLE","OAK",39,-2.5,20,17
2012,13,"PIT","BAL",36.5,7,23,20
2012,13,"PHI","DAL",44,10,33,38
2012,13,"NYG","WAS",51,-3,16,17
2012,14,"DEN","OAK",49.5,-10,26,13
2012,14,"DAL","CIN",46,3.5,20,19
2012,14,"STL","BUF",42.5,3,15,12
2012,14,"KC","CLE",38,7,7,30
2012,14,"PHI","TB",47.5,7.5,23,21
2012,14,"TEN","IND",46.5,5,23,27
2012,14,"NYJ","JAC",38.5,-3,17,10
2012,14,"ATL","CAR",48,-3.5,20,30
2012,14,"BAL","WAS",47.5,2.5,28,31
2012,14,"SD","PIT",39.5,7.5,34,24
2012,14,"CHI","MIN",39,-3,14,21
2012,14,"MIA","SF",39,10.5,13,27
2012,14,"NO","NYG",53,5,27,52
2012,14,"ARI","SEA",35.5,10,0,58
2012,14,"DET","GB",48.5,6.5,20,27
2012,14,"HOU","NE",51,3.5,14,42
2012,15,"CIN","PHI",45.5,-3.5,34,13
2012,15,"GB","CHI",43.5,-2.5,21,13
2012,15,"WAS","CLE",43.5,-1,38,21
2012,15,"JAC","MIA",37.5,7.5,3,24
2012,15,"NYG","ATL",50.5,1,0,34
2012,15,"MIN","STL",38.5,2.5,36,22
2012,15,"DEN","BAL",48,-3,34,17
2012,15,"TB","NO",54,3.5,0,41
2012,15,"IND","HOU",47.5,10,17,29
2012,15,"SEA","BUF",43,-5.5,50,17
2012,15,"DET","ARI",43.5,-6.5,10,38
2012,15,"CAR","SD",44.5,3,31,7
2012,15,"PIT","DAL",45,-2,24,27
2012,15,"KC","OAK",44,3,0,15
2012,15,"SF","NE",46.5,4,41,34
2012,15,"NYJ","TEN",41.5,1.5,10,14
2012,16,"ATL","DET",50,-3.5,31,18
2012,16,"STL","TB",44,3,28,13
2012,16,"IND","KC",41.5,-7,20,13
2012,16,"NO","DAL",52,2.5,34,31
2012,16,"SD","NYJ",37.5,2.5,27,17
2012,16,"BUF","MIA",41.5,4.5,10,24
2012,16,"WAS","PHI",45,-6.5,27,20
2012,16,"NE","JAC",50.5,-14,23,16
2012,16,"TEN","GB",44.5,12.5,7,55
2012,16,"OAK","CAR",46.5,8.5,6,17
2012,16,"NYG","BAL",47,-2.5,14,33
2012,16,"CIN","PIT",42,3,13,10
2012,16,"MIN","HOU",45,8,23,6
2012,16,"CLE","DEN",44,12,12,34
2012,16,"CHI","ARI",36.5,-6,28,13
2012,16,"SF","SEA",39,1,13,42
2012,17,"BAL","CIN",41,2.5,17,23
2012,17,"NYJ","BUF",39,3.5,9,28
2012,17,"HOU","IND",46.5,-6.5,16,28
2012,17,"TB","ATL",45.5,3.5,22,17
2012,17,"PHI","NYG",45.5,7,7,42
2012,17,"CHI","DET",45,-3,26,24
2012,17,"MIA","NE",46,10,0,28
2012,17,"CAR","NO",54,4.5,44,38
2012,17,"CLE","PIT",34.5,11,10,24
2012,17,"JAC","TEN",41.5,4,20,38
2012,17,"GB","MIN",45.5,-3.5,34,37
2012,17,"ARI","SF",39,16.5,13,27
2012,17,"KC","DEN",42,16,3,38
2012,17,"OAK","SD",39,10,21,24
2012,17,"STL","SEA",42.5,11,13,20
2012,17,"DAL","WAS",49.5,3,18,28
2012,18,"CIN","HOU",46.5,4,13,19
2012,18,"MIN","GB",45.5,9.5,10,24
2012,18,"IND","BAL",47,7,9,24
2012,18,"SEA","WAS",46.5,-3,24,14
2012,19,"BAL","DEN",46,9.5,38,35
2012,19,"GB","SF",45,3,31,45
2012,19,"SEA","ATL",46.5,3,28,30
2012,19,"HOU","NE",50.5,9.5,28,41
2012,20,"SF","ATL",48.5,-4,28,24
2012,20,"BAL","NE",51,8.5,28,13
2012,21,"BAL","SF",47.5,4.5,34,31
2013,1,"BAL","DEN",48,7.5,27,49
2013,1,"NE","BUF",51,-9.5,23,21
2013,1,"CIN","CHI",41.5,3,21,24
2013,1,"MIA","CLE",41,1,23,10
2013,1,"OAK","IND",47,10,17,21
2013,1,"KC","JAC",42.5,-4,28,2
2013,1,"TB","NYJ",39.5,-3.5,17,18
2013,1,"TEN","PIT",42,7,16,9
2013,1,"ATL","NO",54.5,3,17,23
2013,1,"SEA","CAR",45,-3.5,12,7
2013,1,"MIN","DET",46.5,5,24,34
2013,1,"GB","SF",48.5,4.5,28,34
2013,1,"ARI","STL",41.5,4.5,24,27
2013,1,"NYG","DAL",48.5,3.5,31,36
2013,1,"PHI","WAS",52,3.5,33,27
2013,1,"HOU","SD",44,-3.5,31,28
2013,2,"NYJ","NE",43.5,12,10,13
2013,2,"DAL","KC",46.5,1.5,16,17
2013,2,"STL","ATL",46.5,6,24,31
2013,2,"SD","PHI",55,7,33,30
2013,2,"TEN","HOU",43,9.5,24,30
2013,2,"MIA","IND",43.5,2,24,20
2013,2,"CAR","BUF",43.5,-3,23,24
2013,2,"CLE","BAL",43.5,6.5,6,14
2013,2,"WAS","GB",49.5,7,20,38
2013,2,"MIN","CHI",42,5.5,30,31
2013,2,"NO","TB",47,-3,16,14
2013,2,"DET","ARI",48.5,-1.5,21,25
2013,2,"JAC","OAK",39.5,5.5,9,19
2013,2,"DEN","NYG",54.5,-4,41,23
2013,2,"SF","SEA",44,3,3,29
2013,2,"PIT","CIN",41,7,10,20
2013,3,"KC","PHI",50.5,3,26,16
2013,3,"TB","NE",43.5,7,3,23
2013,3,"ARI","NO",48.5,7,7,31
2013,3,"SD","TEN",43.5,3,17,20
2013,3,"GB","CIN",48.5,-2.5,30,34
2013,3,"HOU","BAL",44.5,-2.5,9,30
2013,3,"CLE","MIN",40.5,6.5,31,27
2013,3,"NYG","CAR",45.5,1,0,38
2013,3,"STL","DAL",47,4,7,31
2013,3,"DET","WAS",48.5,1.5,27,20
2013,3,"ATL","MIA",44.5,3,23,27
2013,3,"JAC","SEA",40.5,19,17,45
2013,3,"IND","SF",46,10,27,7
2013,3,"BUF","NYJ",38.5,2.5,20,27
2013,3,"CHI","PIT",40.5,-2.5,40,23
2013,3,"OAK","DEN",49,14.5,21,37
2013,4,"SF","STL",42,-3,35,11
2013,4,"CHI","DET",47.5,3,32,40
2013,4,"IND","JAC",42.5,-8,37,3
2013,4,"SEA","HOU",41.5,-1,23,20
2013,4,"CIN","CLE",42.5,-3.5,6,17
2013,4,"BAL","BUF",44,-3,20,23
2013,4,"PIT","MIN",41.5,-3,27,34
2013,4,"ARI","TB",40.5,2.5,13,10
2013,4,"NYG","KC",44,4,7,31
2013,4,"NYJ","TEN",40.5,3.5,13,38
2013,4,"DAL","SD",46.5,-2,21,30
2013,4,"WAS","OAK",44,-3,24,14
2013,4,"PHI","DEN",58,11,20,52
2013,4,"NE","ATL",49.5,2,30,23
2013,4,"MIA","NO",48,6.5,17,38
2013,5,"BUF","CLE",40.5,3.5,24,37
2013,5,"NE","CIN",45.5,0,6,13
2013,5,"BAL","MIA",43.5,3,26,23
2013,5,"SEA","IND",44,-3,28,34
2013,5,"KC","TEN",38.5,-2.5,26,17
2013,5,"JAC","STL",41,11.5,20,34
2013,5,"NO","CHI",48.5,0,26,18
2013,5,"DET","GB",53.5,7,9,22
2013,5,"PHI","NYG",53,1,36,21
2013,5,"CAR","ARI",42,-1.5,6,22
2013,5,"DEN","DAL",56,-7.5,51,48
2013,5,"HOU","SF",41.5,6,3,34
2013,5,"SD","OAK",45,-4.5,17,27
2013,5,"NYJ","ATL",43.5,9.5,30,28
2013,6,"NYG","CHI",47,7.5,21,27
2013,6,"CAR","MIN",44,2.5,35,10
2013,6,"PHI","TB",45.5,-2.5,31,20
2013,6,"PIT","NYJ",41,1,19,6
2013,6,"OAK","KC",41,8,7,24
2013,6,"STL","HOU",42,7.5,38,13
2013,6,"DET","CLE",44,-2.5,31,17
2013,6,"GB","BAL",48.5,-3,19,17
2013,6,"CIN","BUF",41.5,-6.5,27,24
2013,6,"JAC","DEN",53,26.5,19,35
2013,6,"TEN","SEA",40.5,13.5,13,20
2013,6,"NO","NE",50.5,2.5,27,30
2013,6,"ARI","SF",41,10.5,20,32
2013,6,"WAS","DAL",52,5,16,31
2013,6,"IND","SD",50,-1.5,9,19
2013,7,"SEA","ARI",40.5,-6,34,22
2013,7,"TB","ATL",43,7,23,31
2013,7,"NE","NYJ",43.5,-3.5,27,30
2013,7,"SD","JAC",45.5,-7.5,24,6
2013,7,"HOU","KC",39.5,6.5,16,17
2013,7,"BUF","MIA",42.5,7,23,21
2013,7,"CIN","DET",47,2.5,27,24
2013,7,"DAL","PHI",54.5,2.5,17,3
2013,7,"STL","CAR",42,6,15,30
2013,7,"CHI","WAS",49.5,-1,41,45
2013,7,"SF","TEN",40,-4,31,17
2013,7,"BAL","PIT",41,1,16,19
2013,7,"CLE","GB",45.5,10,13,31
2013,7,"DEN","IND",56.5,-6.5,33,39
2013,7,"MIN","NYG",46.5,3.5,7,23
2013,8,"CAR","TB",40.5,-6,31,13
2013,8,"DAL","DET",51,3,30,31
2013,8,"NYG","PHI",51,5,15,7
2013,8,"CLE","KC",39.5,7.5,17,23
2013,8,"BUF","NO",48,11,17,35
2013,8,"SF","JAC",40.5,-14.5,42,10
2013,8,"MIA","NE",45.5,6.5,17,27
2013,8,"PIT","OAK",40.5,-2,18,21
2013,8,"NYJ","CIN",41.5,6.5,9,49
2013,8,"WAS","DEN",58.5,11.5,21,45
2013,8,"ATL","ARI",46.5,2.5,13,27
2013,8,"GB","MIN",47,-9,44,31
2013,8,"SEA","STL",42.5,-11,14,9
2013,9,"CIN","MIA",43,-3,20,22
2013,9,"KC","BUF",40,-3.5,23,13
2013,9,"ATL","CAR",45,7.5,10,34
2013,9,"SD","WAS",51,-0.5,24,30
2013,9,"NO","NYJ",45.5,-6,20,26
2013,9,"TEN","STL",39.5,-3,28,21
2013,9,"MIN","DAL",47.5,9.5,23,27
2013,9,"TB","SEA",40.5,15.5,24,27
2013,9,"PHI","OAK",45,2.5,49,20
2013,9,"PIT","NE",43.5,6.5,31,55
2013,9,"BAL","CLE",41.5,-1.5,18,24
2013,9,"IND","HOU",44,-1.5,27,24
2013,9,"CHI","GB",50,10.5,27,20
2013,10,"WAS","MIN",49.5,-2.5,27,34
2013,10,"PHI","GB",47,1,27,13
2013,10,"DET","CHI",52.5,1,21,19
2013,10,"STL","IND",44,9.5,38,8
2013,10,"CIN","BAL",44,-1.5,17,20
2013,10,"BUF","PIT",43.5,3,10,23
2013,10,"JAC","TEN",41.5,13,29,27
2013,10,"OAK","NYG",43.5,7,20,24
2013,10,"SEA","ATL",45,-5,33,10
2013,10,"CAR","SF",43,6,10,9
2013,10,"HOU","ARI",41.5,3,24,27
2013,10,"DEN","SD",58,-7,28,20
2013,10,"DAL","NO",54,7,17,49
2013,10,"MIA","TB",41,-2.5,19,22
2013,11,"IND","TEN",42,-3,30,27
2013,11,"OAK","HOU",41,9,28,23
2013,11,"NYJ","BUF",40.5,-1,14,37
2013,11,"CLE","CIN",42,5.5,20,41
2013,11,"BAL","CHI",44,3,20,23
2013,11,"SD","MIA",45.5,-1,16,20
2013,11,"ARI","JAC",41,-9,27,14
2013,11,"ATL","TB",43.5,0,28,41
2013,11,"DET","PIT",46.5,-2.5,27,37
2013,11,"WAS","PHI",52.5,4.5,16,24
2013,11,"MIN","SEA",45,12,20,41
2013,11,"SF","NO",48,3,20,23
2013,11,"GB","NYG",42,4.5,13,27
2013,11,"KC","DEN",49,8.5,17,27
2013,11,"NE","CAR",46,2.5,20,24
2013,12,"NO","ATL",53,-9.5,17,13
2013,12,"CAR","MIA",41,-4.5,20,16
2013,12,"SD","KC",41.5,4.5,41,38
2013,12,"PIT","CLE",40,1,27,11
2013,12,"JAC","HOU",43.5,10,13,6
2013,12,"NYJ","BAL",39,4,3,19
2013,12,"MIN","GB",43.5,4.5,26,26
2013,12,"TB","DET",49,9,24,21
2013,12,"CHI","STL",45.5,1,21,42
2013,12,"IND","ARI",45,2.5,11,40
2013,12,"TEN","OAK",41.5,1,23,19
2013,12,"DAL","NYG",45.5,2.5,24,21
2013,12,"DEN","NE",54,-2.5,31,34
2013,12,"SF","WAS",47,-5,27,6
2013,13,"GB","DET",49,6.5,10,40
2013,13,"OAK","DAL",47.5,7.5,24,31
2013,13,"PIT","BAL",41,2.5,20,22
2013,13,"DEN","KC",48.5,-5.5,35,28
2013,13,"JAC","CLE",40,7,32,28
2013,13,"TEN","IND",45,3.5,14,22
2013,13,"ARI","PHI",48.5,3,21,24
2013,13,"MIA","NYJ",40,2,23,3
2013,13,"CHI","MIN",50,1,20,23
2013,13,"TB","CAR",41.5,8.5,6,27
2013,13,"STL","SF",42,8,13,23
2013,13,"ATL","BUF",46.5,3,34,31
2013,13,"CIN","SD",48.5,1,17,10
2013,13,"NE","HOU",47,-7.5,34,31
2013,13,"NYG","WAS",45.5,-1,24,17
2013,13,"NO","SEA",47,5.5,7,34
2013,14,"HOU","JAC",43.5,-3,20,27
2013,14,"CLE","NE",46,11,26,27
2013,14,"IND","CIN",43,6.5,28,42
2013,14,"BUF","TB",42,2.5,6,27
2013,14,"ATL","GB",44.5,3.5,21,22
2013,14,"MIN","BAL",42,7,26,29
2013,14,"MIA","PIT",40.5,3,34,28
2013,14,"OAK","NYJ",40,3,27,37
2013,14,"KC","WAS",44.5,-3,45,10
2013,14,"DET","PHI",53.5,2.5,20,34
2013,14,"TEN","DEN",48.5,12,28,51
2013,14,"STL","ARI",41.5,6,10,30
2013,14,"NYG","SD",47,3.5,14,37
2013,14,"SEA","SF",41,2.5,17,19
2013,14,"CAR","NO",46,3,13,31
2013,14,"DAL","CHI",48,0,28,45
2013,15,"SD","DEN",56,10,27,20
2013,15,"CHI","CLE",44,0,38,31
2013,15,"HOU","IND",45.5,5.5,3,25
2013,15,"BUF","JAC",43,-2,27,20
2013,15,"WAS","ATL",49.5,7,26,27
2013,15,"NE","MIA",45.5,-1,20,24
2013,15,"SF","TB",41,-5,33,14
2013,15,"SEA","NYG",41.5,-7,23,0
2013,15,"NO","STL",47,-6.5,16,27
2013,15,"PHI","MIN",51,-5.5,30,48
2013,15,"ARI","TEN",41.5,-2.5,37,34
2013,15,"NYJ","CAR",40.5,10.5,20,30
2013,15,"KC","OAK",41.5,-4.5,56,31
2013,15,"GB","DAL",48,7,37,36
2013,15,"CIN","PIT",41.5,-2,20,30
2013,15,"BAL","DET",48,6,18,16
2013,16,"MIN","CIN",47.5,8,14,42
2013,16,"MIA","BUF",42.5,-2.5,0,19
2013,16,"IND","KC",45,6.5,23,7
2013,16,"CLE","NYJ",40.5,2,13,24
2013,16,"DEN","HOU",53,-10,37,13
2013,16,"TEN","JAC",44,-5,20,16
2013,16,"DAL","WAS",53.5,-2.5,24,23
2013,16,"NO","CAR",46.5,3,13,17
2013,16,"TB","STL",43,4,13,23
2013,16,"NYG","DET",49,9,23,20
2013,16,"ARI","SEA",43,10.5,17,10
2013,16,"PIT","GB",45,2.5,38,31
2013,16,"OAK","SD",50.5,10,13,26
2013,16,"NE","BAL",44.5,2,41,7
2013,16,"CHI","PHI",55.5,3,11,54
2013,16,"ATL","SF",45,13,24,34
2013,17,"CAR","ATL",45.5,-6,21,20
2013,17,"NYJ","MIA",41.5,5.5,20,7
2013,17,"BAL","CIN",44,6.5,17,34
2013,17,"CLE","PIT",44,7,7,20
2013,17,"JAC","IND",45.5,10.5,10,30
2013,17,"HOU","TEN",43.5,7,10,16
2013,17,"DET","MIN",51.5,3,13,14
2013,17,"WAS","NYG",46,3.5,6,20
2013,17,"GB","CHI",53,-3,33,28
2013,17,"BUF","NE",47,8,20,34
2013,17,"TB","NO",47.5,12,17,42
2013,17,"STL","SEA",43,11.5,9,27
2013,17,"DEN","OAK",53.5,-10.5,34,14
2013,17,"KC","SD",44.5,10,24,27
2013,17,"SF","ARI",42,-1,23,20
2013,17,"PHI","DAL",52.5,-6.5,24,22
2013,18,"KC","IND",46,1,44,45
2013,18,"NO","PHI",53.5,2.5,26,24
2013,18,"SD","CIN",46,7,27,10
2013,18,"SF","GB",46.5,-2.5,23,20
2013,19,"NO","SEA",45,8,15,23
2013,19,"IND","NE",50.5,7,22,43
2013,19,"SF","CAR",41,0,23,10
2013,19,"SD","DEN",54.5,9.5,17,24
2013,20,"NE","DEN",56,5.5,16,26
2013,20,"SF","SEA",38.5,3.5,17,23
2013,21,"SEA","DEN",48.5,2,43,8
2014,1,"GB","SEA",47,6,16,36
2014,1,"NO","ATL",51.5,-3,34,37
2014,1,"BUF","CHI",47,7,23,20
2014,1,"TEN","KC",43.5,3.5,26,10
2014,1,"MIN","STL",43.5,3.5,34,6
2014,1,"NE","MIA",47,-5,20,33
2014,1,"OAK","NYJ",40,5.5,14,19
2014,1,"JAC","PHI",52.5,10.5,17,34
2014,1,"CLE","PIT",41.5,6.5,27,30
