"season","week","awayTeam","homeTeam","overUnder","pointSpreadAway","pointsAway","pointsHome"
2009,12,"IND","HOU",47.5,-3.5,35,27
2009,12,"CHI","MIN",46.5,11,10,36
2009,12,"CAR","NYJ",41.5,3,6,17
2009,12,"WAS","PHI",40.5,9,24,27
2009,12,"SEA","STL",42,-3,27,17
2009,12,"ARI","TEN",46,3,17,20
2009,12,"KC","SD",44.5,14,14,43
2009,12,"JAC","SF",41.5,3.5,3,20
2009,12,"PIT","BAL",39,0,17,20
2009,12,"NE","NO",55.5,3,17,38
2009,13,"NYJ","BUF",37,-3,19,13
2009,13,"PHI","ATL",43.5,-5,34,7
2009,13,"TB","CAR",40.5,5.5,6,16
2009,13,"STL","CHI",41,9,9,17
2009,13,"DET","CIN",42,13,13,23
2009,13,"TEN","IND",46,6.5,17,27
2009,13,"HOU","JAC",46.5,1,18,23
2009,13,"DEN","KC",38,-5,44,13
2009,13,"NE","MIA",45.5,-4,21,22
2009,13,"OAK","PIT",37,15,27,24
2009,13,"NO","WAS",47,-9.5,33,30
2009,13,"SD","CLE",42.5,-13.5,30,23
2009,13,"DAL","NYG",45.5,-1,24,31
2009,13,"SF","SEA",41.5,1,17,20
2009,13,"MIN","ARI",48.5,-3.5,17,30
2009,13,"BAL","GB",43.5,3,14,27
2009,14,"PIT","CLE",34,-10,6,13
2009,14,"NO","ATL",49.5,-10,26,23
2009,14,"DET","BAL",39.5,13.5,3,48
2009,14,"GB","CHI",41,-3,21,14
2009,14,"SEA","HOU",44.5,6.5,7,34
2009,14,"DEN","IND",44,7,16,28
2009,14,"MIA","JAC",44,1,14,10
2009,14,"BUF","KC",37,-1,16,10
2009,14,"CIN","MIN",43,6.5,10,30
2009,14,"CAR","NE",44,13,10,20
2009,14,"NYJ","TB",37,-3.5,26,3
2009,14,"STL","TEN",41.5,13,7,47
2009,14,"WAS","OAK",37.5,-1,34,13
2009,14,"SD","DAL",48.5,3,20,17
2009,14,"PHI","NYG",44,1,45,38
2009,14,"ARI","SF",44.5,-3,9,24
2009,15,"IND","JAC",43,-3,35,31
2009,15,"DAL","NO",53,9,24,17
2009,15,"CHI","BAL",40,10.5,7,31
2009,15,"NE","BUF",40.5,-7,17,10
2009,15,"ARI","DET",46.5,-12,31,24
2009,15,"CLE","KC",37,1,41,34
2009,15,"ATL","NYJ",40,6,10,7
2009,15,"SF","PHI",42,9,13,27
2009,15,"GB","PIT",41,1,36,37
2009,15,"HOU","STL",43.5,-13,16,13
2009,15,"MIA","TEN",42,3.5,24,27
2009,15,"OAK","DEN",37.5,14,20,19
2009,15,"CIN","SD",43.5,7,24,27
2009,15,"TB","SEA",39,6.5,24,7
2009,15,"MIN","CAR",42,-9,7,26
2009,15,"NYG","WAS",43,-1,45,12
2009,16,"SD","TEN",47.5,1,42,17
2009,16,"BUF","ATL",41,9.5,3,31
2009,16,"KC","CIN",40.5,13.5,10,17
2009,16,"OAK","CLE",38,3,9,23
2009,16,"SEA","GB",41.5,14,10,48
2009,16,"HOU","MIA",45,3,27,20
2009,16,"JAC","NE",43.5,9,7,35
2009,16,"TB","NO",48.5,14,20,17
2009,16,"CAR","NYG",42.5,7,41,9
2009,16,"DEN","PHI",41.5,7,27,30
2009,16,"BAL","PIT",42,3,20,23
2009,16,"STL","ARI",43.5,14,10,31
2009,16,"DET","SF",41,13,6,20
2009,16,"NYJ","IND",40.5,5.5,29,15
2009,16,"DAL","WAS",42,-7,17,0
2009,16,"MIN","CHI",41,-7,30,36
2009,17,"IND","BUF",34.5,9,7,30
2009,17,"NO","CAR",42.5,8.5,10,23
2009,17,"JAC","CLE",37,1,17,23
2009,17,"PHI","DAL",47.5,3,0,24
2009,17,"CHI","DET",45,-3,37,23
2009,17,"NE","HOU",46,9,27,34
2009,17,"PIT","MIA",44.5,-3,30,24
2009,17,"NYG","MIN",47.5,9,7,44
2009,17,"SF","STL",40.5,-9,28,6
2009,17,"ATL","TB",41.5,-1,20,10
2009,17,"GB","ARI",44,3.5,33,7
2009,17,"KC","DEN",38,12.5,44,24
2009,17,"BAL","OAK",38,-10.5,21,13
2009,17,"WAS","SD",39.5,4,20,23
2009,17,"TEN","SEA",44.5,-4.5,17,13
2009,17,"CIN","NYJ",35,10,0,37
2009,18,"NYJ","CIN",33.5,2.5,24,14
2009,18,"PHI","DAL",45,3.5,14,34
2009,18,"BAL","NE",43,3.5,33,14
2009,18,"GB","ARI",47,-1,45,51
2009,19,"ARI","NO",57,7,14,45
2009,19,"BAL","IND",44,6.5,3,20
2009,19,"DAL","MIN",45.5,2.5,3,34
2009,19,"NYJ","SD",42,7.5,17,14
2009,20,"NYJ","IND",39.5,7.5,17,30
2009,20,"MIN","NO",52.5,4,28,31
2009,21,"NO","IND",56.5,5,31,17
2010,1,"MIN","NO",47.5,4.5,9,14
2010,1,"MIA","BUF",38.5,-3,15,10
2010,1,"DET","CHI",44,6.5,14,19
2010,1,"OAK","TEN",40.5,6,13,38
2010,1,"CIN","NE",44.5,4.5,24,38
2010,1,"CAR","NYG",40,6.5,18,31
2010,1,"ATL","PIT",38,-1.5,9,15
2010,1,"CLE","TB",37,3,14,17
2010,1,"DEN","JAC",40,3,17,24
2010,1,"IND","HOU",47.5,-2,24,34
2010,1,"SF","SEA",37,-3,6,31
2010,1,"GB","PHI",47.5,-3,27,20
2010,1,"ARI","STL",39.5,-4,17,13
2010,1,"DAL","WAS",40,-3.5,7,13
2010,1,"BAL","NYJ",36,2.5,10,9
2010,1,"SD","KC",45,-4.5,14,21
2010,2,"ARI","ATL",43,7,7,41
2010,2,"BAL","CIN",40,-3,10,15
2010,2,"KC","CLE",38.5,1,16,14
2010,2,"CHI","DAL",40.5,7.5,27,20
2010,2,"PHI","DET",41.5,-6.5,35,32
2010,2,"BUF","GB",43,13,7,34
2010,2,"PIT","TEN",37,5,19,11
2010,2,"MIA","MIN",39,5.5,14,10
2010,2,"TB","CAR",39,3.5,20,7
2010,2,"STL","OAK",37.5,3.5,14,16
2010,2,"SEA","DEN",39.5,3.5,14,31
2010,2,"NE","NYJ",38.5,-3,14,28
2010,2,"JAC","SD",45,7.5,13,38
2010,2,"HOU","WAS",43.5,-3,30,27
2010,2,"NYG","IND",48,5,14,38
2010,2,"NO","SF",44,-5.5,25,22
2010,3,"DET","MIN",42,11.5,10,24
2010,3,"BUF","NE",42.5,14.5,30,38
2010,3,"ATL","NO",49,3.5,27,24
2010,3,"TEN","NYG",43,3,29,10
2010,3,"SF","KC",37,-3,10,31
2010,3,"PIT","TB",33.5,-2.5,38,13
2010,3,"CIN","CAR",38,-3,20,7
2010,3,"CLE","BAL",37,10.5,17,24
2010,3,"DAL","HOU",47,3,27,13
2010,3,"PHI","JAC",44.5,-3,28,3
2010,3,"WAS","STL",38.5,-3.5,16,30
2010,3,"OAK","ARI",39.5,4.5,23,24
2010,3,"SD","SEA",44,-5,20,27
2010,3,"IND","DEN",48,-5.5,27,13
2010,3,"NYJ","MIA",35.5,2.5,31,23
2010,3,"GB","CHI",46,-3,17,20
2010,4,"SF","ATL",42.5,7,14,16
2010,4,"NYJ","BUF",36.5,-5.5,38,14
2010,4,"CIN","CLE",37.5,-3,20,23
2010,4,"DET","GB",45.5,14.5,26,28
2010,4,"DEN","TEN",43,6.5,26,20
2010,4,"SEA","STL",40,-1.5,3,20
2010,4,"CAR","NO",44.5,13.5,14,16
2010,4,"BAL","PIT",34.5,2,17,14
2010,4,"IND","JAC",46,-7,28,31
2010,4,"HOU","OAK",43,-3,31,24
2010,4,"ARI","SD",45.5,8.5,10,41
2010,4,"WAS","PHI",43,6,17,12
2010,4,"CHI","NYG",43.5,3.5,3,17
2010,4,"NE","MIA",46.5,-1,41,14
2010,5,"JAC","BUF",41,1,36,26
2010,5,"TB","CIN",38,6.5,24,21
2010,5,"ATL","CLE",41.5,-3,20,10
2010,5,"STL","DET",42.5,3,6,44
2010,5,"KC","IND",45.5,7,9,19
2010,5,"GB","WAS",44,-2.5,13,16
2010,5,"CHI","CAR",33,1.5,23,6
2010,5,"DEN","BAL",39.5,7,17,31
2010,5,"NYG","HOU",47.5,3,34,10
2010,5,"NO","ARI",44,-7,20,30
2010,5,"SD","OAK",45,-6,27,35
2010,5,"TEN","DAL",42,7,34,27
2010,5,"PHI","SF",38,3,27,24
2010,5,"MIN","NYJ",39,4,20,29
2010,6,"SEA","CHI",37.5,6.5,23,20
2010,6,"MIA","GB",43.5,3.5,23,20
2010,6,"SD","STL",45,-8,17,20
2010,6,"BAL","NE",45,2.5,20,23
2010,6,"DET","NYG",44.5,10,20,28
2010,6,"ATL","PHI",42.5,3,17,31
2010,6,"CLE","PIT",37.5,13.5,10,28
2010,6,"KC","HOU",45,4.5,31,35
2010,6,"NO","TB",43.5,-4.5,31,6
2010,6,"OAK","SF",41.5,6.5,9,17
2010,6,"NYJ","DEN",41.5,-3,24,20
2010,6,"DAL","MIN",44.5,1.5,21,24
2010,6,"IND","WAS",44,-3,27,24
2010,6,"TEN","JAC",45,-3,30,3
2010,7,"CIN","ATL",42.5,3.5,32,39
2010,7,"WAS","CHI",40,2.5,17,14
2010,7,"PHI","TEN",42.5,2.5,19,37
2010,7,"JAC","KC",37.5,9.5,20,42
2010,7,"PIT","MIA",41,-3,23,22
2010,7,"CLE","NO",43,13.5,30,17
2010,7,"STL","TB",38,2.5,17,18
2010,7,"SF","CAR",35.5,-3,20,23
2010,7,"BUF","BAL",40,13,34,37
2010,7,"ARI","SEA",40.5,6.5,10,22
2010,7,"NE","SD",47.5,2.5,23,20
2010,7,"OAK","DEN",41.5,8.5,59,14
2010,7,"MIN","GB",44,2.5,24,28
2010,7,"NYG","DAL",44.5,3,41,35
2010,8,"MIA","CIN",43.5,1.5,22,14
2010,8,"JAC","DAL",42.5,6.5,35,17
2010,8,"WAS","DET",45,2.5,25,37
2010,8,"BUF","KC",46,7.5,10,13
2010,8,"CAR","STL",37,3,10,20
2010,8,"GB","NYJ",42.5,6,9,0
2010,8,"DEN","SF",42,1.5,16,24
2010,8,"TEN","SD",44,3.5,25,33
2010,8,"TB","ARI",39.5,3,38,35
2010,8,"MIN","NE",44,5,18,28
2010,8,"SEA","OAK",42,2.5,3,33
2010,8,"PIT","NO",44,1,10,20
2010,8,"HOU","IND",50,5.5,17,30
2010,9,"TB","ATL",44,8.5,21,27
2010,9,"CHI","BUF",40.5,-3,22,19
2010,9,"NE","CLE",43,-4.5,14,34
2010,9,"NYJ","DET",42,-4,23,20
2010,9,"NO","CAR",42,-7,34,3
2010,9,"MIA","BAL",40.5,5,10,26
2010,9,"SD","HOU",50,-3,29,23
2010,9,"ARI","MIN",40.5,8,24,27
2010,9,"NYG","SEA",41,-7,41,7
2010,9,"IND","PHI",46.5,3,24,26
2010,9,"KC","OAK",40.5,1,20,23
2010,9,"DAL","GB",45.5,7.5,7,45
2010,9,"PIT","CIN",41,-4.5,27,21
2010,10,"BAL","ATL",43.5,1,21,26
2010,10,"DET","BUF",44,3,12,14
2010,10,"MIN","CHI",40.5,-1,13,27
2010,10,"NYJ","CLE",37.5,-3,26,20
2010,10,"CIN","IND",47,7,17,23
2010,10,"TEN","MIA",43,-1,17,29
2010,10,"CAR","TB",37,7,16,31
2010,10,"HOU","JAC",49.5,1.5,24,31
2010,10,"KC","DEN",43,-1,29,49
2010,10,"DAL","NYG",45.5,13.5,33,20
2010,10,"SEA","ARI",41.5,3,36,18
2010,10,"STL","SF",38,6,20,23
2010,10,"NE","PIT",45,4.5,39,26
2010,10,"PHI","WAS",42.5,-3,59,28
2010,11,"CHI","MIA",40,2.5,16,0
2010,11,"BUF","CIN",42.5,5.5,49,31
2010,11,"DET","DAL",46.5,6.5,19,35
2010,11,"HOU","NYJ",45.5,7,27,30
2010,11,"OAK","PIT",41.5,7.5,3,35
2010,11,"BAL","CAR",37.5,-11,37,13
2010,11,"CLE","JAC",43,1.5,20,24
2010,11,"WAS","TEN",44,7,19,16
2010,11,"ARI","KC",44,8.5,13,31
2010,11,"GB","MIN",44,-3,31,3
2010,11,"SEA","NO",44,11.5,19,34
2010,11,"ATL","STL",43,-3,34,17
2010,11,"TB","SF",41.5,3.5,21,0
2010,11,"IND","NE",50,4,28,31
2010,11,"NYG","PHI",48,3,17,27
2010,11,"DEN","SD",50.5,10,14,35
2010,12,"NE","DET",50.5,-7,45,24
2010,12,"NO","DAL",48.5,-4.5,30,27
2010,12,"CIN","NYJ",43.5,10,10,26
2010,12,"GB","ATL",47.5,2,17,20
2010,12,"PIT","BUF",43.5,-6.5,19,16
2010,12,"PHI","CHI",42,-3.5,26,31
2010,12,"CAR","CLE",37.5,10,23,24
2010,12,"JAC","NYG",44.5,7,20,24
2010,12,"MIN","WAS",43,1,17,13
2010,12,"TB","BAL",42,7.5,10,17
2010,12,"TEN","HOU",45.5,6.5,0,20
2010,12,"KC","SEA",44.5,-2.5,42,24
2010,12,"MIA","OAK",42,3,33,17
2010,12,"STL","DEN",44.5,3.5,36,33
2010,12,"SD","IND",51.5,3,36,14
2010,12,"SF","ARI",40,-1,27,6
2010,13,"HOU","PHI",51,8,24,34
2010,13,"NO","CIN",45.5,-6.5,34,30
2010,13,"CHI","DET",43.5,-4.5,24,20
2010,13,"SF","GB",41,9.5,16,34
2010,13,"JAC","TEN",43.5,3,17,6
2010,13,"DEN","KC",48.5,9,6,10
2010,13,"CLE","MIA",43,5,13,10
2010,13,"BUF","MIN",44.5,5.5,14,38
2010,13,"WAS","NYG",43,7,7,31
2010,13,"ATL","TB",44.5,-3,28,24
2010,13,"OAK","SD",45,13,28,13
2010,13,"CAR","SEA",40,5.5,14,31
2010,13,"STL","ARI",43,-3.5,19,6
2010,13,"DAL","IND",47.5,5.5,38,35
2010,13,"PIT","BAL",39.5,3,13,10
2010,13,"NYJ","NE",45.5,3.5,3,45
2010,14,"IND","TEN",46,-3.5,30,28
2010,14,"CLE","BUF",39,1,6,13
2010,14,"NE","CHI",39.5,-3,36,7
2010,14,"GB","DET",46,-6.5,3,7
2010,14,"CIN","PIT",39.5,8.5,7,23
2010,14,"TB","WAS",41,-2,17,16
2010,14,"ATL","CAR",42.5,-7.5,31,10
2010,14,"OAK","JAC",42.5,4,31,38
2010,14,"SEA","SF",41.5,5.5,21,40
2010,14,"STL","NO",47,9,13,31
2010,14,"MIA","NYJ",39.5,5,10,6
2010,14,"DEN","ARI",42.5,-4.5,13,43
2010,14,"KC","SD",46.5,7,0,31
2010,14,"PHI","DAL",50.5,-3.5,30,27
2010,14,"NYG","MIN",43,-3,21,3
2010,14,"BAL","HOU",46,-3,34,28
2010,15,"SF","SD",44.5,10,7,34
2010,15,"CLE","CIN",40,1,17,19
2010,15,"WAS","DAL",45.5,7,30,33
2010,15,"HOU","TEN",47.5,1,17,31
2010,15,"JAC","IND",48,4.5,24,34
2010,15,"KC","STL",43.5,1.5,27,13
2010,15,"BUF","MIA",40,5.5,17,14
2010,15,"DET","TB",43,5.5,23,20
2010,15,"ARI","CAR",38,2.5,12,19
2010,15,"NO","BAL",44,1.5,24,30
2010,15,"PHI","NYG",46,3,38,31
2010,15,"ATL","SEA",46,-6,34,18
2010,15,"NYJ","PIT",35.5,5.5,22,17
2010,15,"DEN","OAK",43,7,23,39
2010,15,"GB","NE",45,4.5,27,31
2010,15,"CHI","MIN",42,1.5,40,14
2010,16,"CAR","PIT",37,14.5,3,27
2010,16,"DAL","ARI",45,-7,26,27
2010,16,"NE","BUF",44.5,-8.5,34,3
2010,16,"NYJ","CHI",35.5,2.5,34,38
2010,16,"BAL","CLE",40,-3.5,20,10
2010,16,"TEN","KC",42.5,5,14,34
2010,16,"SF","STL",39.5,2.5,17,25
2010,16,"DET","MIA",41.5,3.5,34,27
2010,16,"SEA","TB",44,6.5,15,38
2010,16,"WAS","JAC",46,7,20,17
2010,16,"IND","OAK",47.5,-3,31,26
2010,16,"HOU","DEN",49.5,-3,23,24
2010,16,"NYG","GB",43,3,17,45
2010,16,"SD","CIN",43,-8,20,34
2010,16,"NO","ATL",49,2.5,17,14
2010,16,"MIN","PHI",39,14,24,14
2010,17,"CAR","ATL",41,14.5,10,31
2010,17,"PIT","CLE",37.5,-5.5,41,9
2010,17,"MIN","DET",42,3,13,20
2010,17,"CHI","GB",41.5,10,3,10
2010,17,"TEN","IND",48,10,20,23
2010,17,"OAK","KC",43.5,3.5,31,10
2010,17,"MIA","NE",43.5,3.5,7,38
2010,17,"NYG","WAS",44.5,-4,17,14
2010,17,"CIN","BAL",43,9.5,7,13
2010,17,"JAC","HOU",49.5,-2.5,17,34
2010,17,"TB","NO",47.5,7.5,23,13
2010,17,"BUF","NYJ",39.5,1,7,38
2010,17,"DAL","PHI",48,12,14,13
2010,17,"ARI","SF",38.5,6,7,38
2010,17,"SD","DEN",47,-3.5,33,28
2010,17,"STL","SEA",41.5,-3,6,16
2010,18,"NO","SEA",45,-10,36,41
2010,18,"NYJ","IND",44.5,2.5,17,16
2010,18,"BAL","KC",40.5,-3,30,7
2010,18,"GB","PHI",46.5,2.5,21,16
2010,19,"BAL","PIT",37,3,24,31
2010,19,"GB","ATL",43.5,1.5,48,21
2010,19,"SEA","CHI",42,10,24,35
2010,19,"NYJ","NE",44.5,9,28,21
2010,20,"GB","CHI",43.5,-3.5,21,14
2010,20,"NYJ","PIT",38.5,3.5,19,24
2010,21,"PIT","GB",44.5,2.5,25,31
2011,1,"NO","GB",47,4,34,42
2011,1,"ATL","CHI",40.5,-3,12,30
2011,1,"IND","HOU",43,8.5,7,34
2011,1,"BUF","KC",39.5,5.5,41,7
2011,1,"TEN","JAC",38.5,3,14,16
2011,1,"CIN","CLE",35.5,6.5,27,17
2011,1,"PHI","STL",44,-4.5,31,13
2011,1,"PIT","BAL",36,2.5,7,35
2011,1,"DET","TB",41,1.5,27,20
2011,1,"MIN","SD",41.5,9,17,24
2011,1,"NYG","WAS",37.5,-3,14,28
2011,1,"CAR","ARI",37,7,21,28
2011,1,"SEA","SF",38,5.5,17,33
2011,1,"DAL","NYJ",40.5,4,24,27
2011,1,"NE","MIA",45.5,-7,38,24
2011,1,"OAK","DEN",40,3,23,20
2011,2,"SEA","PIT",40,14,0,24
2011,2,"BAL","TEN",38,-6,13,26
2011,2,"JAC","NYJ",39.5,9,3,32
2011,2,"ARI","WAS",44,3.5,21,22
2011,2,"OAK","BUF",42,3,35,38
2011,2,"TB","MIN",41.5,3,24,20
2011,2,"CHI","NO",47.5,6.5,13,30
2011,2,"GB","CAR",45.5,-10,30,23
2011,2,"CLE","IND",39.5,-2,27,19
2011,2,"KC","DET",45,9,3,48
2011,2,"DAL","SF",42.5,-3,27,24
2011,2,"CIN","DEN",40,3.5,22,24
2011,2,"HOU","MIA",48,-3,23,13
2011,2,"SD","NE",53.5,7,21,35
2011,2,"PHI","ATL",49.5,-2.5,31,35
2011,2,"STL","NYG",44,6,16,28
2011,3,"JAC","CAR",43,3.5,10,16
2011,3,"DEN","TEN",42,7,14,17
2011,3,"HOU","NO",53,4,33,40
2011,3,"DET","MIN",44.5,-3.5,26,23
2011,3,"NYG","PHI",42,7,29,16
2011,3,"NE","BUF",53.5,-8.5,31,34
2011,3,"MIA","CLE",41,2.5,16,17
2011,3,"SF","CIN",40.5,2.5,13,8
2011,3,"NYJ","OAK",41,-3,24,34
2011,3,"BAL","STL",41.5,-3.5,37,7
2011,3,"KC","SD",45,14.5,17,20
2011,3,"ATL","TB",45.5,1.5,13,16
2011,3,"GB","CHI",45.5,-3.5,27,17
2011,3,"ARI","SEA",43,-3.5,10,13
2011,3,"PIT","IND",39.5,-10.5,23,20
2011,3,"WAS","DAL",41,5.5,16,18
2011,4,"DET","DAL",46,2.5,34,30
2011,4,"CAR","CHI",42.5,6,29,34
2011,4,"NO","JAC",45,-7,23,10
2011,4,"TEN","CLE",38.5,0,31,13
2011,4,"BUF","CIN",43.5,-3,20,23
2011,4,"MIN","KC",39.5,-2.5,17,22
2011,4,"SF","PHI",44,9,24,23
2011,4,"WAS","STL",43.5,-2.5,17,10
2011,4,"PIT","HOU",45,3.5,10,17
2011,4,"ATL","SEA",38.5,-4.5,30,28
2011,4,"NYG","ARI",44.5,-1,31,27
2011,4,"DEN","GB",46,12.5,23,49
2011,4,"NE","OAK",55,-5,31,19
2011,4,"MIA","SD",44.5,7,16,26
2011,4,"NYJ","BAL",42,3.5,17,34
2011,4,"IND","TB",40.5,10,17,24
2011,5,"NO","CAR",51,-6.5,30,27
2011,5,"PHI","BUF",50,-3,24,31
2011,5,"SEA","NYG",43.5,9.5,36,25
2011,5,"CIN","JAC",37,2,30,20
2011,5,"KC","IND",38.5,2,28,24
2011,5,"TEN","PIT",39.5,3,17,38
2011,5,"ARI","MIN",45.5,3,10,34
2011,5,"OAK","HOU",48.5,6,25,20
2011,5,"TB","SF",41.5,3,3,48
2011,5,"NYJ","NE",49,7.5,21,30
2011,5,"SD","DEN",46,-3.5,29,24
2011,5,"GB","ATL",53,-6,25,14
2011,5,"CHI","DET",47.5,5,13,24
2011,6,"CAR","ATL",50.5,4,17,31
2011,6,"SF","DET",46,4,25,19
2011,6,"IND","CIN",40.5,7,17,27
2011,6,"PHI","WAS",47,-2,20,13
2011,6,"STL","GB",47.5,14.5,3,24
2011,6,"JAC","PIT",40.5,12,13,17
2011,6,"BUF","NYG",50,3,24,27
2011,6,"CLE","OAK",44.5,6.5,17,24
2011,6,"HOU","BAL",45,7.5,14,29
2011,6,"NO","TB",49.5,-4.5,20,26
2011,6,"DAL","NE",55.5,6.5,16,20
2011,6,"MIN","CHI",41.5,3,10,39
2011,6,"MIA","NYJ",42.5,7,6,24
2011,7,"SD","NYJ",43.5,-1,21,27
2011,7,"SEA","CLE",41,3,3,6
2011,7,"ATL","DET",48.5,3.5,23,16
2011,7,"WAS","CAR",43,2.5,20,33
2011,7,"CHI","TB",43.5,-1,24,18
2011,7,"DEN","MIA",41.5,2.5,18,15
2011,7,"HOU","TEN",43.5,3,41,7
2011,7,"PIT","ARI",43.5,-4,32,20
2011,7,"KC","OAK",40.5,4,28,0
2011,7,"GB","MIN",46.5,-9,33,27
2011,7,"STL","DAL",43,13,7,34
2011,7,"IND","NO",48,13.5,7,62
2011,7,"BAL","JAC",39.5,-8,7,12
2011,8,"NO","STL",47,-13.5,21,31
2011,8,"MIA","NYG",42,9.5,17,20
2011,8,"ARI","BAL",43,12.5,27,30
2011,8,"MIN","CAR",46.5,3,24,21
2011,8,"IND","TEN",43.5,8.5,10,27
2011,8,"JAC","HOU",40.5,9,14,24
2011,8,"DET","DEN",41.5,-3,45,10
2011,8,"WAS","BUF",45.5,5.5,0,23
2011,8,"CIN","SEA",37.5,-3,34,12
2011,8,"CLE","SF",38.5,9,10,20
2011,8,"NE","PIT",52.5,-3,17,25
2011,8,"DAL","PHI",48,3,7,34
2011,8,"SD","KC",44.5,-3.5,20,23
2011,9,"MIA","KC",40.5,4,31,3
2011,9,"TB","NO",50,8.5,16,27
2011,9,"ATL","IND",44.5,-7,31,7
2011,9,"CLE","HOU",41,10.5,12,30
2011,9,"NYJ","BUF",44,2,27,11
2011,9,"SF","WAS",37.5,-3.5,19,11
2011,9,"SEA","DAL",44.5,11.5,13,23
2011,9,"CIN","TEN",41.5,3,24,17
2011,9,"DEN","OAK",42.5,7,38,24
2011,9,"NYG","NE",51,9,24,20
2011,9,"STL","ARI",41,3,13,19
2011,9,"GB","SD",51,-5.5,45,38
2011,9,"BAL","PIT",42,3,23,20
2011,9,"CHI","PHI",47,7.5,30,24
2011,10,"OAK","SD",48,7,24,17
2011,10,"DET","CHI",45,3,13,37
2011,10,"JAC","IND",37.5,-3,17,3
2011,10,"DEN","KC",41.5,3,17,10
2011,10,"PIT","CIN",41.5,-4,24,17
2011,10,"BUF","DAL",48,5.5,7,44
2011,10,"NO","ATL",50,0,26,23
2011,10,"STL","CLE",37,3,13,12
2011,10,"WAS","MIA",37.5,4,9,20
2011,10,"HOU","TB",45.5,-3,37,9
2011,10,"TEN","CAR",46,3.5,30,3
2011,10,"ARI","PHI",46.5,14,21,17
2011,10,"BAL","SEA",41,-6.5,17,22
2011,10,"NYG","SF",42.5,3.5,20,27
2011,10,"NE","NYJ",47.5,1.5,37,16
2011,10,"MIN","GB",50.5,15.5,7,45
2011,11,"NYJ","DEN",40.5,-6,13,17
2011,11,"CAR","DET",47.5,7,35,49
2011,11,"TB","GB",48.5,14,26,35
2011,11,"DAL","WAS",41.5,-7,27,24
2011,11,"BUF","MIA",43,1.5,8,35
2011,11,"JAC","CLE",34,1,10,14
2011,11,"TEN","ATL",44,6,17,23
2011,11,"OAK","MIN",45.5,0,27,21
2011,11,"CIN","BAL",40.5,7,24,31
2011,11,"SEA","STL",39,3,24,7
2011,11,"ARI","SF",40.5,9.5,7,23
2011,11,"SD","CHI",45,3.5,20,31
2011,11,"PHI","NYG",45.5,4.5,17,10
2011,11,"KC","NE",46.5,15,3,34
2011,12,"GB","DET",56,-6,27,15
2011,12,"MIA","DAL",44,7,19,20
2011,12,"SF","BAL",38.5,3,6,16
2011,12,"MIN","ATL",44,9.5,14,24
2011,12,"HOU","JAC",37,-6.5,20,13
2011,12,"TB","TEN",43,3.5,17,23
2011,12,"ARI","STL",39.5,2.5,23,20
2011,12,"CLE","CIN",37.5,7,20,23
2011,12,"BUF","NYJ",42,9.5,24,28
2011,12,"CAR","IND",45,-3.5,27,19
2011,12,"WAS","SEA",37.5,3.5,23,17
2011,12,"CHI","OAK",41.5,4,20,25
2011,12,"NE","PHI",49.5,-3.5,38,20
2011,12,"DEN","SD",41.5,6,16,13
2011,12,"PIT","KC",40,-10.5,13,9
2011,12,"NYG","NO",51,7,24,49
2011,13,"PHI","SEA",44,-3,14,31
2011,13,"OAK","MIA",43,3,14,34
2011,13,"ATL","HOU",38,-3,10,17
2011,13,"TEN","BUF",43,2.5,23,17
2011,13,"KC","CHI",37,7,10,3
2011,13,"NYJ","WAS",38.5,-3,34,19
2011,13,"CIN","PIT",42.5,6.5,7,35
2011,13,"BAL","CLE",38,-6.5,24,10
2011,13,"CAR","TB",46.5,3,38,19
2011,13,"IND","NE",47.5,20.5,24,31
2011,13,"DEN","MIN",37.5,1.5,35,32
2011,13,"DAL","ARI",45.5,-4.5,13,19
2011,13,"STL","SF",37.5,13.5,0,26
2011,13,"GB","NYG",52,-6.5,38,35
2011,13,"DET","NO",53.5,9,17,31
2011,13,"SD","JAC",39,-3,38,14
2011,14,"CLE","PIT",38.5,14,3,14
2011,14,"TB","JAC",39,-3,14,41
2011,14,"NE","WAS",48,-8,34,27
2011,14,"HOU","CIN",38.5,3,20,19
2011,14,"KC","NYJ",36.5,10.5,10,37
2011,14,"MIN","DET",46.5,10,28,34
2011,14,"NO","TEN",50,-3.5,22,17
2011,14,"PHI","MIA",45.5,3,26,10
2011,14,"OAK","GB",51.5,11.5,16,46
2011,14,"IND","BAL",41,16.5,10,24
2011,14,"ATL","CAR",47,-3,31,23
2011,14,"CHI","DEN",35.5,3.5,10,13
2011,14,"SF","ARI",39,-3.5,19,21
2011,14,"BUF","SD",48,7,10,37
2011,14,"NYG","DAL",49,3.5,37,34
2011,14,"STL","SEA",37,10,13,30
2011,15,"JAC","ATL",42.5,11,14,41
2011,15,"DAL","TB",47.5,-7,31,15
2011,15,"CIN","STL",39,-6.5,20,13
2011,15,"MIA","BUF",41,1,30,23
2011,15,"WAS","NYG",46.5,6.5,23,10
2011,15,"TEN","IND",41.5,-6.5,13,27
2011,15,"SEA","CHI",35.5,3.5,38,14
2011,15,"GB","KC",46,-13.5,14,19
2011,15,"CAR","HOU",45,6,28,13
2011,15,"NO","MIN",51.5,-7,42,20
2011,15,"DET","OAK",47.5,-1,28,27
2011,15,"CLE","ARI",37.5,6.5,17,20
2011,15,"NYJ","PHI",44,3,19,45
